id,title,description,size
157917,St-Estève,"An ancient place, cited: BAtlas 16 A3 St-Estève",0
855536858,Roman bridge at Ascain,A fifth-century Roman bridge over the river Nivelle at Ascain in France.,0
861510570,Roman villa of Aia Nova,"A Roman villa of the mid-first century B.C. connected with a Publius Anilius, identified by means of brick and tile stamps. Located in the modern commune of Scansano.",0
138724250,*Kuzzurak,A place (city or land) in Anatolia mentioned in a Neo-Assyrian query to the sun-god (reign of Esarhaddon [r. 680-669 BC]).,2
41488940,Uargin,A fortress in the vicinity of Til-garimmu fortified by the Assyrian king Sargon II (r. 721-705 BC) against Musku (Phrygia).,5
495078211,Casteddu di Ceccia,"A stone-built monument of the Torrean civilization located south of Porto-Vecchio, Corsica.",0
572329938,"Villa Prato, Sperlonga",A villa rustica excavated by the École française de Rome between 1979 and 1984.,0
713204842,Ad Duodecimum,A station (statio) located in the territory of the Batavians between Grinnes and Noviomagus.,2
922176737,Villa di Pipiano,A Roman nymphaeum dating ca. A.D. 50-55.,0
789450243,Orto della Regina,An archaeological site located on Monte La Frascara at Roccamonfina that is enclosed by a megalithic fortification executed in polygonal masonry.,0
706148439,Histria Pod,An archaeological site near the ancient city of Histria containing the remains of a farmhouse or rural settlement with phases from the Late Archaic and Late Classical/Hellenistic periods.,0
711765706,Via Statilia tombs,Late Republican chamber tombs (ca. 100 B.C.) located at the intersection of the modern Via Statilia and Via di Santa Croce in Rome.,1
97711900,Pyramids of Meroe,The pyramid tombs of the kings of the Kushite kingdom.,0
434022175,Aymont,"A Spanish village that borders Portugal and is located in the southwest of the province of Huenca. Known as Ayamonte today, it once belonged to the kingdom of Alfonso X.",0
434022176,Andeualo,A Spanish village located in the southwest of the province of Huelva that belonged to the kingdom of Alfonso X. It is now known as El Andévalo.,0
680190213,Arch of Marcus Aurelius at Tripoli,A quadrifons arch at ancient Oea (modern Tripoli) that commemorates Roman victories over the Parthians in A.D. 161.,1
434181559,Tell Sukas,"The ancient Shuksi or Suksi, the archaeological site of Tell Sukas is a Late Bronze Age tell located south of Jableh, Syria. It is situated at the center of the fertile plain of Jableh and had access to two natural harbors.",0
166031522,Choga Mami,Choga Mami was a Samarran settlement located in what is now the Diyala province of Southern Iraq. The site originates in the sixth millennium B.C.,0
722211788,Tell Arpachiyah,A Neolithic site occupied in the Halaf and Ubaid periods.,0
631631547,Handere bridge,A bridge on the road from to Egin and Harput.,0
254082752,Temple of Talamonaccio,"An Etruscan temple of the fourth century BCE, associated with the ancient settlement of Telamon. It lies on Mount Talamonaccio, across the bay from the modern village of Talamone, north of Orbetello, Italy.",1
751079112,Aetokremnos,"A rock shelter thought to be the oldest Cypriot settlement, with evidence for human activity already in the Epipalaeolithic.",1
613488678,Cobos Roman bridge,A bridge with Roman origins across the río Adaja.,0
559027219,"Unnamed dam near Jumilla, Spain",Remains of a Roman dam located about 15km SSE of Jumilla in modern Spain.,1
559027220,Chiprana,"A Roman mausoleum in Chiprana, Spain, known commonly as the mausoleum of the Fabii.",0
115852119,Temple to Nefertari at Abu Simbel,"The smaller of the two temples at Abu Simbel, dedicated to the goddess Hathor and the deified queen Nefertari. The temple was relocated between 1964 and 1968 to prevent its submersion under Lake Nasser after the construction of the Aswan High Dam.",1
133577441,Camp celtique de la Bure,"A Gallo-Roman settlement of a commercial nature located on the Meurthe river. Archaeological evidence for earthworks, as well as ritual activity, has been discovered. The Gallo-Roman ramparts, in a later phase, make use of marble sculpture as spolia.",1
237312030,Nadlesk,"Nadlesk, Slovenia, was the site of a Roman fortification and associated settlement.",0
90602,Road network south of Hadrian's Wall,,0
906020,Onoadas,"An ancient place, cited: BAtlas 92 unlocated Onoadas",0
906021,Orubicaria,The name Orubicaria is transmitted only by the Peutinger Map wherein it is situated in a confused and compressed section as part of a long series of also unlocated placenames that are depicted stretching rightward (perhaps eastward) from a misplaced Ecbatana. ,0
906023,Pharaspa,"An ancient place, cited: BAtlas 92 unlocated Pharaspa",0
906025,Rapsa,"An ancient place, cited: BAtlas 92 unlocated Rapsa",0
906027,Sabbatha/Sabatha/Sabdata,"An ancient place, cited: BAtlas 92 unlocated Sab(b)atha/Sabdata",0
906028,Sigriane,"An ancient place, cited: BAtlas 92 unlocated Sigriane",0
90603,Road network north of Hadrian's Wall,,0
912797,Abu Ruwaysh,"An ancient place, cited: BAtlas 93 B2 Abu Ruwaysh",0
912798,'Akkaz,Formerly an island but now part of the harbor infrastructure of Kuwait City: Shuwaikh Port.,2
912800,[(al-)Hir(t)a]/Ertha?,"An ancient place, cited: BAtlas 93 A2 [(al-)Hir(t)a]/Ertha?",0
912802,[al-Madhar],"An ancient place, cited: BAtlas 93 D2 [al-Madhar]",0
912803,al-Qusur,"An ancient place, cited: BAtlas 93 E4 al-Qusur",1
912806,Apamea,"An ancient place, cited: BAtlas 93 C1 Apamea",0
912807,Apologos/[al-Ubulla],"An ancient place, cited: BAtlas 93 D3 Apologos/[al-Ubulla]",0
912808,Aqola/[al-Kufa],"An ancient place, cited: BAtlas 93 A1 Aqola/[al-Kufa]",0
912809,Arabia,"An ancient place, cited: BAtlas 93 B4 Arabia",0
912810,Arakia? (island),"An ancient place, cited: BAtlas 93 G4 Arakia? Ins.",1
912811,Archous? (river),"An ancient place, cited: BAtlas 93 B2 Archous? fl.",0
912816,Babylonia,An ancient Akkadian region in Mesopotamia.,2
912818,Banaat al-Hassan,"An ancient place, cited: BAtlas 93 B2 Banaat al-Hassan",0
912819,Banu Lakhm,"An ancient place, cited: BAtlas 93 A2 Banu Lakhm",0
912820,Bard-i Nishande,"An ancient place, cited: BAtlas 93 F1 Bard-i Nishande",0
912821,[Basra],"An Arabian city of lower Mesopotamia, located some 420 km south-east of Baghdad.",0
912823,Bet Huzai,"An ancient place, cited: BAtlas 93 E2 Bet Huzai",0
912826,Chaldaici? L.,Chaldaici? L. was an extensive marshland near the junction of the Euphrates and Tigris rivers.,0
912829,Chogha Mish,"An ancient place, cited: BAtlas 93 E1 Chogha Mish",0
912830,Chogha Qal,"An ancient place, cited: BAtlas 93 F2 Chogha Qal",0
912834,Dastova,"An ancient place, cited: BAtlas 93 E1 Dastova",0
912835,Dez/Hithite/Hudhud/Koprates? (river),"An ancient place, cited: BAtlas 93 E2 Dez/Hithite/Hudhud/Koprates? fl.",2
912837,Dilmun (region),"An ancient region near the Persian Gulf that likely encompassed Bahrain, Kuwait, Qatar, and the eastern portion of Saudi Arabia.",2
912841,E-kara/Icarus (island),Failaka Island in the Persian Gulf.,3
912842,Elam,An ancient Pre-Iranian civilization located in the west and southwest of modern-day Iran.,0
912843,Elymais/Susiana,"Susiana, derived from the city of Susa, is the Classical appellation for Elam.",0
912845,Eridu,Eridu was an ancient city of Sumeria and perhaps one of the first true cities. The site is settled from ca. 5300 B.C. onward. Eridu was located approximately Located 12 km southwest of Ur and was the southernmost of a conglomeration of Sumerian cities that grew up around temple complexes.,2
912849,Euphrates (river),"The longest river of Western Asia, the Euphrates flows from the Kara Su and the Murat Su to the confluence with the Tigris river.",37
912851,Failaka/Tell Khazne,"An ancient place, cited: BAtlas 93 E4 Failaka/Tell Khazne",1
912855,[Girsu]/Tello(h),A Sumerian city-state.,1
912862,Hung-i Kamalvand,"An ancient place, cited: BAtlas 93 F2 Hung-i Kamalvand",0
912863,Hung-i Nauruzi/Hung-i Azdar,"An ancient place, cited: BAtlas 93 F2 Hung-i Nauruzi/Hung-i Azdar",0
912864,Hung-i Yar-i 'Alivand,"An ancient place, cited: BAtlas 93 F2 Hung-i Yar-i 'Alivand",0
912865,Hurmizd Ardashir/[Suq al-Ahwaz],"An ancient place, cited: BAtlas 93 E2 Hurmizd Ardashir/[Suq al-Ahwaz]",0
912868,Isin,"An ancient place, cited: BAtlas 93 B2 Isin",0
912870,Ja Nishin/Soloke?/Seleucia?/Surak?,"An ancient place, cited: BAtlas 93 F3 Ja Nishin/Soloke?/Seleucia?/Surak?",0
912871,Jarrahi/Hedyphon? (river),"An ancient place, cited: BAtlas 93 F3 Jarrahi/Hedyphon? fl.",0
912872,Jebel Khayabir/Alexandria?/Antiochia?/Spasinou Charax?/Karkh Maisan?/[Astarabad Ardashir]?,"Close to Ǧabal Ḫayabir in Iraq, this site was an important mercantile center of southern Mesopotamia and capital of Characene. The ancient site is located close to Ǧabal Ḫayabir.",1
912873,[Jundishapur]/Veh-Andiyok-Shapur/Beth Lapat/Bendosaboron,"An ancient place, cited: BAtlas 93 E1 [Jundishapur]/Veh-Andiyok-Shapur/Beth Lapat/Bendosaboron",0
912875,Kai Ka'us,"An ancient place, cited: BAtlas 93 G3 Kai Ka'us",0
912877,Karkheh/Eulaeus?/Ula(ya)? (river),"An ancient place, cited: BAtlas 93 E2 Karkheh/Eulaeus?/Ula(ya)? fl.",0
912879,Karun/Pasitigris? (river),The Karun river flows from the Zard-Kuh mountains to the Persian Gulf.,2
912880,Kas(h)kar,Kas(h)kar was a a significant Sasanian city built on the west bank of the Tigris river.,0
912881,Kharg,"An ancient place, cited: BAtlas 93 G4 Kharg",1
912882,Khayrabad Bala,"An ancient place, cited: BAtlas 93 G3 Khayrabad Bala",0
912884,KS75,"An ancient place, cited: BAtlas 93 E1 KS75",0
912885,KS369,"An ancient place, cited: BAtlas 93 E1 KS369",0
912886,KS907,"An ancient place, cited: BAtlas 93 E1 KS907",0
912887,KS920,"An ancient place, cited: BAtlas 93 E1 KS920",0
912888,KS930,"An ancient place, cited: BAtlas 93 E1 KS930",0
912889,KS933,"An ancient place, cited: BAtlas 93 E1 KS933",0
912890,KS954,"An ancient place, cited: BAtlas 93 E1 KS954",0
912891,KS956,"An ancient place, cited: BAtlas 93 E1 KS956",0
912892,KS989,"An ancient place, cited: BAtlas 93 E1 KS989",0
912893,KS990,"An ancient place, cited: BAtlas 93 E1 KS990",0
912894,KS992,"An ancient place, cited: BAtlas 93 E1 KS992",0
912895,KS1168,"An ancient place, cited: BAtlas 93 E1 KS1168",0
912897,Larsa,"Larsa was an important city of ancient Sumeria. It was a center of the cult of Utu, the sun god.",2
912899,Maghlub/Forat?/Perat de Meshan?/Bahman Ardashir?/‘Oratha’?/Furat al-Basra?,"An ancient place, cited: BAtlas 93 D3 Maghlub/Forat?/Perat de Meshan?/Bahman Ardashir?/‘Oratha’?/Furat al-Basra?",0
912901,Marad,"An ancient place, cited: BAtlas 93 A1 Marad",0
912902,Mat Tamti,"An ancient place, cited: BAtlas 93 B2 Mat Tamti",0
912903,Medain,"An ancient place, cited: BAtlas 93 B2 Medain",0
912905,Mesene/Characene/Shad Bahman/Maisan,Mesene/Characene/Shad Bahman/Maisan was a kingdom within the Parthian Empire founded ca. 127 BC under Aspasine.,1
912906,Masjid-i Suleiman,"An ancient place, cited: BAtlas 93 F2 Masjid-i Suleiman",0
912908,Nar-Kute (river),"An ancient place, cited: BAtlas 93 B2 Nar-Kute fl.",0
912909,Nina,"An ancient place, cited: BAtlas 93 C2 Nina",0
912910,Nippur/Nufar/‘Hippareni’,An ancient Sumerian settlement whose ruins lie at Nuffar in modern Iraq. Under various names it persisted as a settlement throughout the periods of Greek and Roman engagement in Babylonia.,2
912916,Ouxioi,"An ancient place, cited: BAtlas 93 F1 Ouxioi",0
912918,Pasitigris? (river),"An ancient place, cited: BAtlas 93 D3 Pasitigris? fl.",0
912923,Qadissiyya,"An ancient place, cited: BAtlas 93 A2 Qadissiyya",0
912924,Qal'a Huwaysh al-Pasha,"An ancient place, cited: BAtlas 93 B2 Qal'a Huwaysh al-Pasha",0
912926,Ram Hurmizd,Ram Hurmizd was a town and district in K̲h̲ūzistān in southwestern Persia.,0
912927,Rostag Kavad/[Askar Mukram],"An ancient place, cited: BAtlas 93 E2 Rostag Kavad/[Askar Mukram]",0
912928,Ruqba Meda'in,"An ancient place, cited: BAtlas 93 C2 Ruqba Meda'in",0
912932,Sella/Silhu (river),"An ancient place, cited: BAtlas 93 C1 Sella/Silhu fl.",0
912934,Shami,"An ancient place, cited: BAtlas 93 F1 Shami",0
912935,Shaur/Choaspes?/Eulaeus?/Uknu? (river),"An ancient place, cited: BAtlas 93 E2 Shaur/Choaspes?/Eulaeus?/Uknu? fl.",1
912936,Susa/Seleucia ad Eulaeum,"An ancient city of the Elamite, Persian, and Parthian empires of Iran. Located at modern Shush, Susa was inscribed on the UNESCO World Heritage List in 2015.",0
912941,Sostrate/Shushtar,"An ancient place, cited: BAtlas 93 E1 Sostrate/Shushtar",0
905076845,"Roman walls, Novaria",A segment of the Roman defensive wall.,1
212270979,Daskalio,An island of the Cyclades that is now uninhabited. The Cambridge Keros Project identified a large Bronze Age settlement on the island.,3
305841487,Tomba della Medusa (Roma),A Roman chamber tomb now located on the grounds of the Policlinico Umberto I hospital in Rome.,1
710738630,Khabiṣ,Neolithic site located about 5 km east of the town of Shadad on the edge of the Dasht-i Lut (Lut desert) in southeastern Iran.,0
179549802,Theater of Pyrrhus,The Hellenistic theater at Dodona is linked to the reign of Pyrrhus in the third century B.C.,1
168048854,Roman villa at Can Terrés,A Roman villa occupied from the first century B.C. until the fourth / fifth centuries A.D. The villa included a bath complex.,0
102500043,Puente Melchor Roman villa,"A Roman villa with mosaic decoration located in an archaeological area of Puente Melchor, in Puerto Real, Cádiz, Spain.",0
102500044,El Gallinero,The remains of a Roman ceramic workshop and manufactory.,0
102500045,Fonte Coberta,A Roman dam,0
102500046,Monte Novo do Castelinho,A Roman earthen embankment dam of ca. 56 m length.,0
844790836,Roman dam of Nossa Senhora da Represa,"A Roman dam in Cuba, Portugal, that takes its colloquial name from a nearby chapel, thus it is referred to as Nossa Senhora da represa or 'Our lady of the dam'.",0
175451017,Castro de São Lourenço,A Bronze Age settlement.,0
341857013,Vasconum saltus,"A forest, now unlocated, in the territory of the Varduli.",1
851887955,Forcello,An Etruscan settlement north of the Po river.,0
334574,Lamsorti,"A minor settlement, cited: BAtlas 34 D2 Lamsorti",0
315097,Numluli,"A major settlement, cited: BAtlas 32 D3 Numluli",0
704495840,Enlil Gate,"The Enlil Gate is one of Babylon's eight city gates and it is situated on the northwestern side of the inner city, directly north of the Bāb-Lugalerra quarter. King Nebuchadnezzar II built the gate ca. 575 B.C.",5
897449051,King's Gate,"The King's Gate is one of Babylon's eight city gates and it is situated on the western side of the inner city, directly west of the nu-x-ù quarter. King Nebuchadnezzar II built the gate ca. 575 B.C.",4
510139757,Šūhi Canal Gate,"The Neo-Babylonian kings Nabopolassar (r. 625–605 BC) and Nebuchadnezzar II (r. 604–562 BC) constructed an outer wall around the eastern side of Babylon. That mudbrick wall is reported to have had 120 towers and 5 entrances, including the Šūhi Canal Gate. This access point to the city was probably located on the northeastern stretch of the wall.",2
124694415,Giššu Gate,"The Neo-Babylonian kings Nabopolassar (r. 625–605 BC) and Nebuchadnezzar II (r. 604–562 BC) constructed an outer wall around the eastern side of Babylon. That mudbrick wall is reported to have had 120 towers and 5 entrances, including the Giššu Gate. This access point to the city was probably located on the southeastern stretch of the wall.",2
124694416,Sun of the Gods Gate,"The Neo-Babylonian kings Nabopolassar (r. 625–605 BC) and Nebuchadnezzar II (r. 604–562 BC) constructed an outer wall around the eastern side of Babylon. That mudbrick wall is reported to have had 120 towers and 5 entrances, including the Sun of the Gods Gate. This access point to the city was probably located on the southern stretch of the wall.",2
163716294,Gurban Tepe/Karacamirli,Archaelolgical site in Azerbaijan containing the remains of an Achaemenid palatial structure. The primary occupation of the site is dated from ca. 600 BCE-330 CE.,0
133324175,Ešiddukišara,"The temple of the god Nabû, Ešiddukišara (“House of the Director of the Universe”), was located in the Tuba district of Babylon, in the western half of the inner city. According to the Babylonian topographical text Tintir = Babylon Tablet IV, it was one of three temples in that part of Babylon.",2
774894386,Nuraghe S'Urachi,"A nuragic site near San Vero Milis in west central Sardinia, occupied from the Late Bronze Age into the Roman period.",1
486975583,Fossa Traiana,"The Fossa Traiana (Channel of Trajan) describes a canal of ca. 45 m width connected with the artificial harbors at Portus. Despite the name, its origins may lie in the Claudian harbor works. The cutting of the channel created an artificial island between Ostia and Portus, the so-called Isola Sacra.",1
445545537,Forum Iulium,"The Forum Iulium (or Forum of Caesar, Forum Caesaris) is a forum built by Iulius Caesar and dedicated ca. 46 B.C. The main cult of the forum is that of Venus Genetrix.",2
502004233,House of Sallust,"The House of Sallust (VI 2,4) is a domus in Pompeii that assumes its final form around the second century B.C.",2
134485260,tribus Esquilina,"The tribus Esquilina was one of the four urban tribes of Rome, which were reportedly created under the reign of Servius Tullius.",1
489062160,House of the Small Fountain,"A Samnite-type house located on the Via di Mercurio (VI, 8, 23). The house derives its conventional name from a mosaic fountain located at the rear of the peristyle.",2
236993544,Roman villa at Verige Bay,"A Roman villa rustica located in the bay of Verige, dating from the first century B.C. through the sixth century A.D. The villa's ruins lie within Croatia's Brijuni National Park.",1
540898685,Temple of Minerva Medica,"The so-called Temple of Minerva Medica is, in fact, a nymphaeum located along the line of the Anio Vetus aqueduct; it most likely dates to the fourth century AD.",2
863957377,Corbulonis munimentum,"Corbulonis munimentum refers to a fort built in the territory of the Frisians by Corbulo. Its location is uncertain, but it is perhaps congruous with the city of Groningen in the Netherlands.",0
926033983,Via Claudia Nova,A Roman road built in AD 47 in order to connect the Via Caecilia with the Via Claudia Valeria.,9
552440217,Via Claudia Valeria,A portion of the Via Valeria connecting Aternum and Corfinium. A Claudian milestone (CIL 9.5973) records the construction taking place in AD 48/9 and that the road ran from Cerfennia to the mouth of the Aternus river (modern Pescara).,6
802858342,Provadii͡a-Solnit͡sata,A Neolithic and Chalcolithic tell that was a site of salt-processing in eastern Bulgaria.,0
570444075,Roman amphitheater at Aeclanum,A Roman amphitheater located at Aeclanum.,1
970563462,Crypt and church of San Lussorio,The Romanesque church of San Lussorio dates to the early twelfth century.,1
87882504,Madānu Canal Gate,"The Neo-Babylonian kings Nabopolassar (r. 625–605 BC) and Nebuchadnezzar II (r. 604–562 BC) constructed an outer wall around the eastern side of Babylon. That mudbrick wall is reported to have had 120 towers and 5 entrances, including the Madānu Canal Gate. This access point to the city was probably located on the eastern stretch of the wall.",2
452758807,Egišhurankia,"The temple of the goddess Bēlet-Ninūa, Egišhurankia (“House of the Ordinances of Heaven and Underworld”), was located in the Bāb-Lugalerra district of Babylon, in the western half of the inner city. According to the Babylonian topographical text Tintir = Babylon Tablet IV, it was one of three temples in that part of Babylon. Egišhurankia seems to have been located near Imgur-Enlil, along the northern wall.",4
452758808,Ebursasa,"The temple of the god Šara, Ebursasa (“House of Beautiful Jars”), was located in the Bāb-Lugalerra district of Babylon, in the western half of the inner city. According to the Babylonian topographical text Tintir = Babylon Tablet IV, it was one of three temples in that part of Babylon.",2
934825975,Ulucak,An ancient settlement mound located 25 km west of İzmir with occupation ranging from the Early Neolithic to Late Roman and Early Byzantine periods.,0
979483544,Vicus Victoris,"The Vicus Victoris was located in Regio XII, according to CIL 6, 975, and may have been located near the porta Ardeatina.",1
43496934,Ara della Regina,A fourth to third century BC sanctuary at Tarquinia,1
43496936,Roman baths at Vertillum,The remains of baths at the Gallo-Roman site of Vertillum.,1
141033380,Great City Baths at Salona,The so-called Great City Baths at Salona or Great Thermae were built in the second or beginning of third century A.D.,1
609762511,Temple of Seti I,"The Temple of Seti I at Abydos is also known as the ""Great Temple of Abydos"".",1
438960368,Temple of Ramesses II,The Temple of Ramesses II at Abydos in Egypt.,1
218039420,Aliphera sanctuary,"Pausanias observed sanctuaries of both Asclepius and Athena at Aliphera, as well as an altar of Zeus Lecheates.",1
477915982,Deir el-Shelwit, A small temple dedicated to Isis on West bank of the Nile at Luxor. Its ancient name is unknown.,0
534059885,Theater of Cyrene,The Greek theater of Cyrene was constructed in the sixth century BCE and transformed into a Roman amphitheater in the second century CE.,1
9547769,Phourni,A Minoan necropolis located near Mount Juktas that was in use from the Early Minoan II to Late Minoan IIIC periods.,2
9547770,Sklavokampos,"A Late Minoan structure that first excavated in the 1930s. The Sklavokampos complex contained at least 17 rooms and yielded a range of evidence, including at least 39 sealings.",1
492111677,Cherré,An archaeological site near Aubigné-Racan in western France.,0
229935391,Nuraghe Su Valsu,A Middle Bronze Age nuraghe located southwest of Florinas in Sardinia.,1
100447491,Pons Neronianus,A bridge across the Tiber river built either by Caius or Nero in order to connect the western part of the Campus Martius with the Campus Vaticanus.,2
419380619,Meta Sudans,"A large fountain located southwest of the Flavian Amphitheater and completed under Domitian (ca. A.D. 96). Four of Rome's Augustan regions converged at this point (I, III, IV, X); it is possible that Regio II also intersected the other four regiones at this place.",1
712477008,Mount Kedros,"Mount Kedros is a mountain of Crete located southwest of the Ida massif (1,777 m (5,830 ft) asl).",1
712477009,Thrypti,"Thrypti, a mountain range of eastern Crete.",1
909832408,Guldara Stupa,"Buddhist monastery and stupa site in Afghanistan's Guldara Valley, dated to the Kushan period (2nd century CE).",0
422724245,Torre Caetani,A Medieval tower located on Tiber Island.,2
514380156,Sanctuary of Montélu,"The Sanctuary of Montélu lies to the west of Chassenon. The building, only partially excavated, is of an octagonal plan and oriented to the cardinal points.",1
321633,Absasallensis,"An ancient place, cited: BAtlas 32 unlocated Absasallensis",0
321634,Ad Dianam,"An ancient place, cited: BAtlas 32 unlocated Ad Dianam",0
321635,Advocatensis Plebs,"An ancient place, cited: BAtlas 32 unlocated ‘Advocatensis’ Plebs",0
321636,Adys,"An ancient place, cited: BAtlas 32 unlocated Adys",0
321637,Aethogurza,"An ancient place, cited: BAtlas 32 unlocated Aethogurza",0
321638,Anda,"An ancient place, cited: BAtlas 32 unlocated Anda",0
321639,Apisa Minus,"Apisa Minus, now unlocated, was a town of Africa Proconsularis.",0
321640,Aquae Calidae Cirnensis,"An ancient place, cited: BAtlas 32 unlocated Aquae Calidae Cirnensis",0
321641,Arensis,"An ancient place, cited: BAtlas 32 unlocated Arensis",0
321642,Attiani,"An ancient place, cited: BAtlas 32 unlocated Attiani",0
321643,Audurus Fundus,"An ancient place, cited: BAtlas 32 unlocated Audurus Fundus",0
321645,Banoresnis Fundus,"An ancient place, cited: BAtlas 32 unlocated Banoresnis Fundus",0
321646,Bonustensis Plebs,"An ancient place, cited: BAtlas 32 unlocated Bonustensis Plebs",0
321647,Boseth/Boset,"An ancient place, cited: BAtlas 32 unlocated ‘Boset(h)’",0
321648,Buritani,"An ancient place, cited: BAtlas 32 unlocated Buritani",0
321650,Cefala,"An ancient place, cited: BAtlas 32 unlocated Cefala",0
321651,Cephalensis Plebs,"An ancient place, cited: BAtlas 32 unlocated Cephalensis Plebs",0
321652,Civitas Bencennensis,"An ancient place, cited: BAtlas 32 unlocated Civitas Bencennensis",0
321653,Civitas Faustianensis,"An ancient place, cited: BAtlas 32 unlocated Civitas Faustianensis",0
936919090,Roman castrum at Pyrgi,"The Roman castrum at Pyrgi seems to re-use, in a direct fashion, elements of the preceding Etruscan city plan, although covering a smaller area.",2
467476385,Dinka Settlement Complex,"A small frontier settlement dated to the Neo-Asssyrian period, located in the Peshdar Plain near the banks of the Lesser Zab River. ",2
890043101,Dolciano,Dolciano is located in the environs of Chiusi and abundant evidence of Etruscan necropoleis has been documented there.,0
649361735,Ferresanus Portus,"A Roman military harbor facility, attested by name in a Latin inscription dating to 144 CE, on the island of Farasan in the Red Sea. The exact location of the facility is not known; the inscription was found in a context of reuse.",1
653538433,Ganglegg,A multi-period hilltop settlement occupied from the Chalcolithic period to Late Antiquity.,0
852463484,Nuraghe Su Casteddu,Nuraghe Su Casteddu is a trilobate nuraghe in Sardinia.,1
835247251,Nuraghe Bruncu Maduli o Bruncu Madugui ,A Middle Bronze Age nuraghe and a proto-nuragic village located on the plain known as Giara di Gestur.,1
409654967,Melone del Sodo,"Etruscan tumulus-type tombs of the seventh through fourth centuries B.C. located near Cortona, Italy, in località Il Mulino.",1
266589967,Amphitheater of Durrës,The Roman amphitheater of Durrës dates to the reign of Trajan.,1
330348886,Poggio Gramignano villa romana,"Poggio Gramignano, Lugnano in Teverina.",1
330348887,Villa Redenta,"An ancient suburban villa outside of Spoletium, occupied from the Augustan period to the third century A.D. The remains are on the grounds of the modern Villa Redenta complex.",1
330348888,"Orticello, Spello","A suburban villa outside Hispellum at the base of Mount Subasio, near a road linking the Via Flaminia to Perusia and Asisium.",1
850888151,Linguella Roman villa,A multi-phase villa on the island of Elba.,1
177059114,Great Palace of Constantinople,"Palace complex constructed by Constantine I in 330 CE that served as the primary residence of the Eastern Roman/Byzantine Emperors until 1081 CE. Use of the palace declined beginning in the 11th century, and it had been abandoned by the time of the Ottoman conquest of Constantinople in 1453. Most of the structure was demolished in the early Ottoman period. The Sultan Ahmed Mosque was built on the primary site of the palace in the early 17th century. ",4
629429885,Sultanahmet Camii,The Sultanahmet Camii (The Blue/Sultan Ahmed Mosque) was built on the primary site of the Great Palace of Constantinople between 1609 and 1616 during the rule of Ahmed I.,1
629429886,Ripatransone,"In antiquity, Ripatransone was a significant Picene center. It now lies in the Province of Ascoli Piceno, in the Italian region Marche.",0
24547396,Boothby Roman fort,"A Roman fortlet that was part of the Stanegate system, dating to the late first to second centuries.",1
24547397,Nether Denton Roman fort,"A Roman fort site at Nether Denton that was identified via cropmarks. The fort formed part of the Stanegate frontier system, and thus pre-dates Hadrian's Wall. It was abandoned ca. 122.",1
612970100,Villa of L. Crassius Tertius,"The Villa of L. Crassius Tertius at Oplontis (modern Torre Annunziata in Italy) was discovered in 1974, approximately 250m east of the Villa of Poppaea.",1
449600826,Llandrindod Common,A group of 18 Roman military camps and earthworks.,0
773379957,"Cala Minnola, Levanzo, Province de Trapani",A productive site connected with fish processing the production of fish sauce.,1
994268248,Beljaus,"Founded from Chersonesus in the late fourth century B.C., Beljaus was a fortified agricultural settlement located near the mouth of Lake Donuzlav.",0
127132165,Ladle Hill Iron Age Fort,"Ladle Hill is an Iron Age hill fort located in north Hampshire, England.",0
127132166,Bullsdown Camp,"Bullsdown Camp is the site of an Iron Age hill fort in Hampshire, England. The site is now heavily wooded.",0
127132167,The Frith,"The Frith is an Iron Age hill fort in Hampshire, England, that covers 1.6 hectares.",0
355161047,Flower's Barrow,Flower's Barrow hill fort overlooks Worbarrow Bay in Dorset on England's south coast.,0
648193528,Eggardon hill fort,Eggardon Hill is the site of an Iron Age hill fort.,0
463738468,So-called Grotta Fragapane,"A large and rich Early Christian necropolis on the Via Sacra in Agrigento, dated to the fourth century A.D.",1
375591100,Temple of Athena at Paestum,A Late Archaic Doric Temple of Athena (ca. 500 B.C.) at Paestum.,1
865200669,Forum of Paestum,The forum of Roman Paestum stands north of the Hera sanctuary and measures ca. 57 x 150 meters. It occupies the site of the Greek agora and was surrounded with a peristyle of re-used Doric columns. Tabernae stood at its south side and baths funded by M. Tullius Venneianus stood to the southwest. A triple-podium structure - lararium? - stands on the western side.,1
416452801,Lake Tana,Lake Tana is the source of the Blue Nile and the largest lake in Ethiopia.,1
445782427,San Giacomo di Rialto,"A church in Venice, Italy. San Giacomo di Rialto is claimed to be the oldest church in the city, with AD 421 as the traditional date of its consecration. The first documented attestations of the church belong to AD 1152.",0
442917179,Panagia Aggeloktisti,"An eleventh century Christian church in Kiti, Cyprus, built atop the remains of a fourth century church.",1
762843934,Torraccio a Poggio Moiano,A Roman mausoleum of the second century A.D.,0
348068,Untitled,Unnamed route or road,0
348069,Untitled,Unnamed route or road,0
348070,Untitled,Unnamed route or road,0
348071,Untitled,Unnamed route or road,0
348072,Untitled,Unnamed route or road,0
348073,Untitled,Unnamed route or road,0
348812,Untitled,"An ancient place, cited: BAtlas 35 G2 unnamed quarry (near Lepcis at Ras el-Hammam)",0
349567,Achaimeneis,"An ancient place, cited: BAtlas 35 unlocated Achaimeneis",0
349568,Ad Cisternas,"An ancient place, cited: BAtlas 35 unlocated Ad Cisternas",0
349569,Afas Laminie,"An ancient place, cited: BAtlas 35 unlocated Afas Laminie",0
349570,Agarsel,"An ancient place, cited: BAtlas 35 unlocated Agarsel",0
